"","subj","variable","wbeing_wid"
"1",1202,"X.24",NA
"2",2301,"X.24",NA
"3",4601,"X.24",NA
"4",4901,"X.24",NA
"5",5302,"X.24",NA
"6",5702,"X.24",NA
"7",8402,"X.24",NA
"8",9102,"X.24",NA
"9",9901,"X.24",NA
"10",10101,"X.24",NA
"11",10301,"X.24",7
"12",10602,"X.24",NA
"13",10702,"X.24",NA
"14",12901,"X.24",NA
"15",13601,"X.24",NA
"16",14002,"X.24",NA
"17",14402,"X.24",NA
"18",16301,"X.24",NA
"19",16801,"X.24",NA
"20",17001,"X.24",NA
"21",17302,"X.24",NA
"22",17702,"X.24",NA
"23",19502,"X.24",NA
"24",19802,"X.24",NA
"25",20002,"X.24",NA
"26",20801,"X.24",NA
"27",21302,"X.24",NA
"28",22102,"X.24",NA
"29",24402,"X.24",NA
"30",25002,"X.24",NA
"31",25202,"X.24",NA
"32",27502,"X.24",NA
"33",30102,"X.24",NA
"34",31502,"X.24",NA
"35",31802,"X.24",NA
"36",34302,"X.24",NA
"37",36401,"X.24",NA
"38",41901,"X.24",NA
"39",43301,"X.24",NA
"40",43802,"X.24",NA
"41",46402,"X.24",NA
"42",46501,"X.24",NA
"43",46801,"X.24",NA
"44",47001,"X.24",NA
"45",49701,"X.24",NA
"46",51202,"X.24",NA
"47",51402,"X.24",NA
"48",51604,"X.24",NA
"49",52003,"X.24",NA
"50",53101,"X.24",NA
"51",53902,"X.24",10
"52",54001,"X.24",NA
"53",54902,"X.24",NA
"54",55702,"X.24",NA
"55",56402,"X.24",NA
"56",57403,"X.24",7
"57",57501,"X.24",NA
"58",58602,"X.24",NA
"59",63301,"X.24",NA
"60",63404,"X.24",NA
"61",63901,"X.24",NA
"62",64401,"X.24",NA
"63",65102,"X.24",NA
"64",65502,"X.24",NA
"65",67502,"X.24",NA
"66",67901,"X.24",NA
"67",68702,"X.24",NA
"68",69402,"X.24",NA
"69",69602,"X.24",NA
"70",70501,"X.24",NA
"71",70702,"X.24",NA
"72",70801,"X.24",NA
"73",72201,"X.24",NA
"74",72602,"X.24",NA
"75",73203,"X.24",NA
"76",73401,"X.24",NA
"77",73602,"X.24",NA
"78",73902,"X.24",NA
"79",74202,"X.24",NA
"80",74302,"X.24",NA
"81",74801,"X.24",NA
"82",75702,"X.24",NA
"83",75902,"X.24",NA
"84",76302,"X.24",NA
"85",76802,"X.24",NA
"86",77902,"X.24",NA
"87",80202,"X.24",NA
"88",80304,"X.24",NA
"89",80602,"X.24",NA
"90",81402,"X.24",NA
"91",81602,"X.24",NA
"92",83702,"X.24",NA
"93",83902,"X.24",NA
"94",84102,"X.24",NA
"95",84803,"X.24",NA
"96",85102,"X.24",NA
"97",85302,"X.24",NA
"98",85502,"X.24",NA
"99",87002,"X.24",NA
"100",87102,"X.24",NA
"101",88201,"X.24",NA
"102",90702,"X.24",NA
"103",91701,"X.24",NA
"104",92202,"X.24",NA
"105",92502,"X.24",NA
"106",93302,"X.24",NA
"107",93402,"X.24",NA
"108",95901,"X.24",NA
"109",96401,"X.24",NA
"110",96602,"X.24",NA
"111",96802,"X.24",7
"112",97001,"X.24",NA
"113",98002,"X.24",NA
"114",99302,"X.24",NA
"115",99304,"X.24",NA
"116",99502,"X.24",NA
"117",99902,"X.24",NA
"118",101401,"X.24",NA
"119",102402,"X.24",NA
"120",102602,"X.24",NA
"121",102701,"X.24",NA
"122",102902,"X.24",NA
"123",104102,"X.24",NA
"124",106902,"X.24",NA
"125",109802,"X.24",NA
"126",111902,"X.24",NA
"127",112102,"X.24",NA
"128",112202,"X.24",NA
"129",112301,"X.24",NA
"130",112501,"X.24",7
"131",113302,"X.24",NA
"132",113503,"X.24",NA
"133",113801,"X.24",NA
"134",115802,"X.24",NA
"135",120302,"X.24",NA
"136",121202,"X.24",NA
"137",121601,"X.24",NA
"138",122002,"X.24",NA
"139",122203,"X.24",NA
"140",122802,"X.24",NA
"141",123902,"X.24",NA
"142",126702,"X.24",NA
"143",127202,"X.24",NA
"144",127802,"X.24",NA
"145",128602,"X.24",NA
"146",129311,"X.24",NA
"147",129502,"X.24",NA
"148",130201,"X.24",NA
"149",130302,"X.24",NA
"150",130902,"X.24",NA
"151",131103,"X.24",NA
"152",135301,"X.24",NA
"153",136402,"X.24",NA
"154",138602,"X.24",NA
"155",140601,"X.24",NA
"156",141402,"X.24",NA
"157",142202,"X.24",NA
"158",143501,"X.24",NA
"159",143602,"X.24",NA
"160",143802,"X.24",NA
"161",145302,"X.24",NA
"162",145902,"X.24",NA
"163",146204,"X.24",NA
"164",146701,"X.24",NA
"165",147301,"X.24",NA
"166",149201,"X.24",NA
"167",150502,"X.24",NA
"168",150901,"X.24",NA
"169",151102,"X.24",NA
"170",152601,"X.24",NA
"171",153103,"X.24",NA
"172",153201,"X.24",NA
"173",154401,"X.24",NA
"174",154502,"X.24",NA
"175",154802,"X.24",NA
"176",155402,"X.24",NA
"177",156202,"X.24",NA
"178",159702,"X.24",NA
"179",160202,"X.24",NA
"180",160702,"X.24",NA
"181",161303,"X.24",NA
"182",162001,"X.24",NA
"183",162202,"X.24",NA
"184",162501,"X.24",NA
"185",164902,"X.24",NA
"186",165602,"X.24",NA
"187",166302,"X.24",NA
"188",166702,"X.24",NA
"189",167301,"X.24",NA
"190",167801,"X.24",NA
"191",168002,"X.24",NA
"192",168501,"X.24",NA
"193",168602,"X.24",NA
"194",169502,"X.24",NA
"195",169802,"X.24",NA
"196",170801,"X.24",NA
"197",171702,"X.24",NA
"198",173602,"X.24",10
"199",173801,"X.24",NA
"200",176002,"X.24",NA
"201",178802,"X.24",NA
"202",180002,"X.24",NA
"203",181501,"X.24",NA
"204",183402,"X.24",NA
"205",183602,"X.24",NA
"206",184202,"X.24",NA
"207",185502,"X.24",NA
"208",185901,"X.24",NA
"209",186202,"X.24",NA
"210",187102,"X.24",NA
"211",191302,"X.24",NA
"212",192301,"X.24",NA
"213",193101,"X.24",NA
"214",193401,"X.24",NA
"215",194002,"X.24",NA
"216",195902,"X.24",NA
"217",196601,"X.24",NA
"218",196702,"X.24",NA
"219",196801,"X.24",NA
"220",196803,"X.24",NA
"221",197902,"X.24",NA
"222",198102,"X.24",NA
"223",198402,"X.24",NA
"224",198502,"X.24",NA
"225",198802,"X.24",NA
"226",199802,"X.24",NA
"227",200401,"X.24",NA
"228",202002,"X.24",NA
"229",202702,"X.24",NA
"230",203002,"X.24",NA
"231",205101,"X.24",NA
"232",205902,"X.24",NA
"233",206102,"X.24",NA
"234",206602,"X.24",NA
"235",208002,"X.24",NA
"236",208802,"X.24",NA
"237",211602,"X.24",NA
"238",211701,"X.24",NA
"239",211802,"X.24",NA
"240",213101,"X.24",NA
"241",215502,"X.24",NA
"242",217602,"X.24",NA
"243",218502,"X.24",NA
"244",218601,"X.24",NA
"245",218802,"X.24",NA
"246",219101,"X.24",NA
"247",219103,"X.24",NA
"248",219602,"X.24",NA
"249",221601,"X.24",NA
"250",222001,"X.24",NA
"251",223201,"X.24",NA
"252",227202,"X.24",NA
"253",228701,"X.24",NA
"254",228902,"X.24",NA
"255",229402,"X.24",NA
"256",230101,"X.24",NA
"257",231102,"X.24",NA
"258",232302,"X.24",NA
"259",232601,"X.24",NA
"260",232902,"X.24",NA
"261",233302,"X.24",NA
"262",235001,"X.24",NA
"263",237002,"X.24",NA
"264",237501,"X.24",NA
"265",237602,"X.24",NA
"266",238101,"X.24",NA
"267",238302,"X.24",NA
"268",239002,"X.24",NA
"269",239402,"X.24",NA
"270",243602,"X.24",NA
"271",244002,"X.24",NA
"272",244102,"X.24",NA
"273",247201,"X.24",NA
"274",247901,"X.24",NA
"275",248101,"X.24",NA
"276",248802,"X.24",NA
"277",250402,"X.24",NA
"278",250501,"X.24",NA
"279",253802,"X.24",NA
"280",254102,"X.24",NA
"281",254502,"X.24",NA
"282",256302,"X.24",NA
"283",257002,"X.24",NA
"284",257802,"X.24",NA
"285",257902,"X.24",NA
"286",258102,"X.24",NA
"287",258902,"X.24",NA
"288",259002,"X.24",NA
"289",259102,"X.24",NA
"290",259202,"X.24",NA
"291",260302,"X.24",NA
"292",262803,"X.24",NA
"293",263402,"X.24",NA
"294",263603,"X.24",NA
"295",266302,"X.24",NA
"296",268701,"X.24",NA
"297",269702,"X.24",NA
"298",270102,"X.24",NA
"299",270302,"X.24",NA
"300",270801,"X.24",NA
"301",271102,"X.24",NA
"302",272402,"X.24",NA
"303",273601,"X.24",NA
"304",273702,"X.24",NA
"305",273802,"X.24",NA
"306",275401,"X.24",NA
"307",276201,"X.24",NA
"308",277301,"X.24",NA
"309",277501,"X.24",NA
"310",280301,"X.24",NA
"311",280902,"X.24",NA
"312",282801,"X.24",NA
"313",283202,"X.24",NA
"314",283402,"X.24",NA
"315",283801,"X.24",NA
"316",283804,"X.24",NA
"317",283905,"X.24",NA
"318",284002,"X.24",NA
"319",284004,"X.24",10
"320",284102,"X.24",NA
"321",284201,"X.24",NA
"322",284401,"X.24",NA
"323",284601,"X.24",NA
"324",284901,"X.24",NA
"325",287201,"X.24",NA
"326",287703,"X.24",NA
"327",287801,"X.24",NA
"328",288201,"X.24",NA
"329",290802,"X.24",NA
"330",291302,"X.24",NA
"331",291602,"X.24",NA
"332",291802,"X.24",NA
"333",292102,"X.24",NA
"334",292202,"X.24",NA
"335",292702,"X.24",NA
"336",292902,"X.24",NA
"337",293202,"X.24",8
"338",294501,"X.24",NA
"339",295102,"X.24",NA
"340",295302,"X.24",NA
"341",295602,"X.24",NA
"342",295702,"X.24",NA
"343",296902,"X.24",NA
"344",296904,"X.24",NA
"345",297902,"X.24",NA
"346",300202,"X.24",NA
"347",300302,"X.24",NA
"348",301102,"X.24",NA
"349",302604,"X.24",NA
"350",304102,"X.24",NA
"351",305003,"X.24",NA
"352",305101,"X.24",NA
"353",305801,"X.24",NA
"354",306102,"X.24",NA
"355",306302,"X.24",NA
"356",308002,"X.24",NA
"357",308501,"X.24",NA
"358",309102,"X.24",NA
"359",310402,"X.24",NA
"360",310602,"X.24",NA
"361",311501,"X.24",NA
"362",311902,"X.24",NA
"363",312402,"X.24",NA
"364",315102,"X.24",NA
"365",315602,"X.24",NA
"366",315801,"X.24",NA
"367",316501,"X.24",NA
"368",317101,"X.24",NA
"369",318001,"X.24",NA
"370",318802,"X.24",NA
"371",319205,"X.24",NA
"372",320202,"X.24",NA
"373",322401,"X.24",10
"374",322902,"X.24",NA
"375",323002,"X.24",NA
"376",323502,"X.24",NA
"377",327202,"X.24",NA
"378",328502,"X.24",NA
"379",329101,"X.24",NA
"380",329401,"X.24",NA
"381",329502,"X.24",NA
"382",329902,"X.24",NA
"383",330202,"X.24",NA
"384",332101,"X.24",NA
"385",332402,"X.24",NA
"386",333602,"X.24",NA
"387",337902,"X.24",NA
"388",339402,"X.24",NA
"389",340102,"X.24",NA
"390",343703,"X.24",NA
"391",344401,"X.24",NA
"392",345301,"X.24",NA
"393",345802,"X.24",NA
"394",348001,"X.24",NA
"395",348003,"X.24",NA
"396",348901,"X.24",NA
"397",351202,"X.24",NA
"398",352502,"X.24",NA
"399",353002,"X.24",NA
"400",353102,"X.24",NA
"401",354902,"X.24",NA
"402",355101,"X.24",NA
"403",355302,"X.24",NA
"404",357301,"X.24",NA
"405",358002,"X.24",NA
"406",358101,"X.24",NA
"407",358202,"X.24",NA
"408",359102,"X.24",NA
"409",360601,"X.24",NA
"410",361601,"X.24",NA
"411",361701,"X.24",NA
"412",362002,"X.24",NA
"413",362302,"X.24",NA
"414",363401,"X.24",NA
"415",365502,"X.24",NA
"416",366103,"X.24",NA
"417",367002,"X.24",NA
"418",367102,"X.24",NA
"419",367801,"X.24",NA
"420",367803,"X.24",NA
"421",367902,"X.24",NA
"422",368602,"X.24",NA
"423",369202,"X.24",NA
"424",369501,"X.24",NA
"425",370602,"X.24",NA
"426",371402,"X.24",NA
"427",371502,"X.24",NA
"428",377002,"X.24",NA
"429",377902,"X.24",NA
"430",378602,"X.24",NA
"431",380301,"X.24",NA
"432",380401,"X.24",NA
"433",381701,"X.24",NA
"434",382002,"X.24",NA
"435",382702,"X.24",NA
"436",383601,"X.24",NA
"437",385001,"X.24",NA
"438",385601,"X.24",NA
"439",386302,"X.24",NA
"440",388202,"X.24",NA
"441",388302,"X.24",NA
"442",389102,"X.24",NA
"443",390503,"X.24",NA
"444",391901,"X.24",NA
"445",393102,"X.24",NA
"446",393202,"X.24",NA
"447",393203,"X.24",NA
"448",394202,"X.24",NA
"449",395602,"X.24",NA
"450",395701,"X.24",NA
"451",397602,"X.24",NA
"452",397801,"X.24",NA
"453",397902,"X.24",NA
"454",399402,"X.24",NA
"455",401402,"X.24",NA
"456",402502,"X.24",NA
"457",403402,"X.24",NA
"458",404801,"X.24",NA
"459",405201,"X.24",NA
"460",405402,"X.24",NA
"461",405901,"X.24",NA
"462",406502,"X.24",NA
"463",407203,"X.24",NA
"464",407401,"X.24",NA
"465",407702,"X.24",NA
"466",408602,"X.24",NA
"467",409302,"X.24",NA
"468",410202,"X.24",NA
"469",411502,"X.24",NA
"470",411602,"X.24",NA
"471",412102,"X.24",NA
"472",413602,"X.24",NA
"473",414102,"X.24",NA
"474",414202,"X.24",NA
"475",415301,"X.24",NA
"476",415303,"X.24",NA
"477",415702,"X.24",NA
"478",417802,"X.24",NA
"479",418701,"X.24",NA
"480",419202,"X.24",NA
"481",422602,"X.24",NA
"482",423002,"X.24",NA
"483",424302,"X.24",NA
"484",425201,"X.24",NA
"485",427902,"X.24",NA
"486",430402,"X.24",NA
"487",430901,"X.24",NA
"488",431102,"X.24",NA
"489",431301,"X.24",NA
"490",431306,"X.24",NA
"491",431307,"X.24",NA
"492",431308,"X.24",NA
"493",431702,"X.24",NA
"494",431901,"X.24",NA
"495",432102,"X.24",NA
"496",432302,"X.24",NA
"497",433901,"X.24",NA
"498",434202,"X.24",9
"499",434204,"X.24",NA
"500",437801,"X.24",NA
"501",440202,"X.24",NA
"502",442701,"X.24",NA
"503",444502,"X.24",NA
"504",445101,"X.24",NA
"505",447601,"X.24",7
"506",448501,"X.24",NA
"507",448702,"X.24",NA
"508",449202,"X.24",NA
"509",450801,"X.24",NA
"510",452802,"X.24",NA
"511",453902,"X.24",NA
"512",455002,"X.24",NA
"513",455301,"X.24",NA
"514",455402,"X.24",NA
"515",456302,"X.24",NA
"516",461703,"X.24",NA
"517",461901,"X.24",NA
"518",469202,"X.24",NA
"519",469203,"X.24",NA
"520",473702,"X.24",NA
"521",475403,"X.24",7
"522",482502,"X.24",NA
"523",488202,"X.24",NA
"524",492201,"X.24",NA
"525",494602,"X.24",NA
"526",495102,"X.24",NA
"527",497602,"X.24",NA
"528",501102,"X.24",NA
"529",502402,"X.24",NA
"530",503102,"X.24",NA
"531",503302,"X.24",NA
"532",503601,"X.24",NA
"533",505101,"X.24",NA
"534",506202,"X.24",NA
"535",510802,"X.24",NA
"536",512202,"X.24",NA
"537",514602,"X.24",NA
"538",517601,"X.24",NA
"539",520802,"X.24",NA
"540",521202,"X.24",NA
"541",522602,"X.24",NA
"542",523002,"X.24",NA
"543",523901,"X.24",NA
"544",525602,"X.24",NA
"545",525702,"X.24",NA
"546",525804,"X.24",NA
"547",526202,"X.24",NA
"548",526702,"X.24",NA
"549",527101,"X.24",NA
"550",529502,"X.24",NA
"551",529601,"X.24",NA
"552",531902,"X.24",NA
"553",533102,"X.24",NA
"554",536202,"X.24",NA
"555",538202,"X.24",NA
"556",538903,"X.24",NA
"557",543001,"X.24",NA
"558",543303,"X.24",NA
"559",551201,"X.24",NA
"560",557801,"X.24",NA
"561",558801,"X.24",NA
"562",562502,"X.24",NA
"563",565902,"X.24",NA
"564",566701,"X.24",NA
"565",569501,"X.24",NA
"566",570502,"X.24",NA
"567",571202,"X.24",NA
"568",571902,"X.24",NA
"569",572402,"X.24",NA
"570",576202,"X.24",NA
"571",580302,"X.24",NA
"572",582102,"X.24",NA
"573",582302,"X.24",NA
"574",582903,"X.24",NA
"575",584302,"X.24",NA
"576",587302,"X.24",NA
"577",592002,"X.24",NA
"578",594602,"X.24",NA
"579",595702,"X.24",NA
"580",612604,"X.24",NA
"581",614802,"X.24",NA
"582",630602,"X.24",NA
"583",653402,"X.24",NA
"584",653803,"X.24",NA
"585",656708,"X.24",NA
"586",704102,"X.24",NA
"587",707002,"X.24",NA
"588",733004,"X.24",NA
"589",781102,"X.24",NA
"590",821203,"X.24",NA
"591",826602,"X.24",NA
"592",890303,"X.24",NA
"593",903802,"X.24",NA
"594",922702,"X.24",NA
"595",925603,"X.24",NA
"596",1001803,"X.24",NA
"597",1050702,"X.24",NA
"598",1088902,"X.24",NA
"599",1195004,"X.24",NA
"600",2000401,"X.24",NA
"601",2001501,"X.24",NA
"602",2005001,"X.24",NA
"603",2006902,"X.24",NA
"604",2011702,"X.24",NA
"605",2017301,"X.24",NA
"606",2017502,"X.24",NA
"607",2022401,"X.24",NA
"608",2023202,"X.24",NA
"609",2024401,"X.24",NA
"610",2028302,"X.24",NA
"611",2033701,"X.24",NA
"612",2036902,"X.24",NA
"613",2048402,"X.24",NA
"614",2058602,"X.24",NA
"615",2071002,"X.24",NA
"616",2072002,"X.24",NA
"617",2073502,"X.24",NA
"618",2075002,"X.24",NA
"619",2076501,"X.24",NA
"620",2084601,"X.24",NA
"621",2085401,"X.24",NA
"622",2096802,"X.24",NA
"623",2099202,"X.24",NA
"624",2102902,"X.24",NA
"625",2104001,"X.24",NA
"626",2110001,"X.24",NA
"627",2115101,"X.24",NA
"628",2117302,"X.24",NA
"629",2118102,"X.24",NA
"630",2118401,"X.24",NA
"631",2129202,"X.24",NA
"632",2130102,"X.24",NA
"633",2130702,"X.24",NA
"634",2132001,"X.24",NA
"635",2133702,"X.24",NA
"636",2137101,"X.24",NA
"637",2137501,"X.24",NA
"638",2139302,"X.24",NA
"639",2154902,"X.24",NA
"640",2156502,"X.24",NA
"641",2157102,"X.24",NA
"642",2157201,"X.24",NA
"643",2157402,"X.24",NA
"644",2157501,"X.24",NA
"645",2167801,"X.24",NA
"646",2169801,"X.24",NA
"647",2174502,"X.24",NA
"648",2176402,"X.24",NA
"649",2186902,"X.24",NA
"650",2196501,"X.24",NA
"651",2199301,"X.24",NA
"652",2202101,"X.24",NA
"653",2204702,"X.24",NA
"654",2205202,"X.24",NA
"655",2500702,"X.24",NA
"656",2501701,"X.24",NA
"657",2503401,"X.24",NA
"658",2505401,"X.24",NA
"659",2508101,"X.24",NA
"660",2511202,"X.24",NA
"661",2514901,"X.24",NA
"662",2516002,"X.24",NA
"663",2522501,"X.24",NA
"664",2525601,"X.24",NA
"665",2526001,"X.24",NA
"666",2531802,"X.24",NA
"667",2534902,"X.24",NA
"668",2536401,"X.24",NA
"669",2537401,"X.24",NA
"670",2538301,"X.24",NA
"671",2539901,"X.24",NA
"672",2541102,"X.24",NA
"673",2542901,"X.24",NA
"674",2547502,"X.24",NA
"675",2553501,"X.24",NA
"676",2555101,"X.24",NA
"677",2563902,"X.24",NA
"678",2565402,"X.24",NA
"679",2567202,"X.24",NA
"680",2568201,"X.24",NA
"681",2569801,"X.24",NA
"682",2569902,"X.24",NA
"683",2572002,"X.24",NA
"684",2574401,"X.24",NA
"685",2575401,"X.24",NA
"686",2577501,"X.24",NA
"687",2578202,"X.24",NA
"688",2578402,"X.24",NA
"689",2585701,"X.24",NA
"690",2593101,"X.24",NA
"691",2594102,"X.24",NA
"692",2598202,"X.24",NA
"693",2600701,"X.24",NA
"694",2602101,"X.24",NA
"695",2603002,"X.24",NA
"696",2604101,"X.24",NA
"697",2606801,"X.24",NA
"698",2607102,"X.24",NA
"699",2610302,"X.24",NA
"700",2611103,"X.24",NA
"701",2611302,"X.24",NA
"702",2612302,"X.24",NA
"703",2615602,"X.24",NA
"704",2617502,"X.24",NA
"705",2617802,"X.24",NA
"706",2618402,"X.24",NA
"707",2625201,"X.24",NA
"708",2626202,"X.24",NA
"709",2627501,"X.24",NA
"710",2629401,"X.24",NA
"711",2644002,"X.24",NA
"712",2655601,"X.24",NA
"713",2659102,"X.24",NA
"714",2660602,"X.24",NA
"715",2665501,"X.24",NA
"716",2669002,"X.24",NA
"717",2670001,"X.24",NA
"718",2670102,"X.24",NA
"719",2679302,"X.24",NA
"720",2679401,"X.24",NA
"721",2680602,"X.24",NA
"722",2681401,"X.24",NA
"723",2681503,"X.24",NA
"724",2682001,"X.24",NA
"725",2685801,"X.24",NA
"726",2689603,"X.24",NA
"727",2690501,"X.24",NA
"728",2692601,"X.24",NA
"729",2693201,"X.24",NA
"730",2694101,"X.24",NA
"731",2699802,"X.24",NA
"732",2701202,"X.24",NA
"733",2701902,"X.24",NA
"734",2705201,"X.24",NA
"735",2706101,"X.24",NA
"736",2711701,"X.24",NA
"737",2713301,"X.24",NA
"738",2714101,"X.24",NA
"739",2714301,"X.24",NA
"740",2715301,"X.24",NA
"741",2720002,"X.24",NA
"742",2722602,"X.24",NA
"743",2723601,"X.24",NA
"744",2729701,"X.24",NA
"745",2734202,"X.24",NA
"746",2749402,"X.24",NA
"747",2753001,"X.24",NA
"748",2757901,"X.24",NA
"749",2764801,"X.24",NA
"750",2769202,"X.24",NA
"751",2769402,"X.24",NA
"752",2772501,"X.24",NA
"753",2775702,"X.24",NA
"754",2778002,"X.24",NA
"755",2781401,"X.24",NA
"756",2785402,"X.24",NA
"757",2792601,"X.24",NA
"758",2793401,"X.24",NA
"759",2795901,"X.24",NA
"760",2799501,"X.24",NA
"761",2803402,"X.24",NA
"762",2804203,"X.24",NA
"763",2810002,"X.24",NA
"764",2814302,"X.24",NA
"765",2816402,"X.24",NA
"766",2818601,"X.24",NA
"767",2818801,"X.24",NA
"768",2819102,"X.24",NA
"769",2824501,"X.24",NA
"770",2825001,"X.24",NA
"771",2830702,"X.24",NA
"772",2832101,"X.24",NA
"773",2837101,"X.24",NA
"774",2846602,"X.24",NA
"775",2851002,"X.24",NA
"776",2852402,"X.24",NA
"777",2855002,"X.24",NA
"778",2857101,"X.24",NA
"779",2871201,"X.24",NA
"780",2871401,"X.24",NA
"781",2881801,"X.24",NA
"782",2892501,"X.24",NA
"783",2898202,"X.24",NA
"784",2899901,"X.24",NA
"785",2903001,"X.24",NA
"786",2903402,"X.24",NA
"787",2913601,"X.24",NA
"788",2914501,"X.24",NA
"789",2915002,"X.24",NA
"790",2923602,"X.24",NA
"791",2923703,"X.24",NA
"792",2925702,"X.24",NA
"793",2925902,"X.24",NA
"794",2927602,"X.24",NA
"795",2928101,"X.24",NA
"796",2928501,"X.24",NA
"797",2929702,"X.24",NA
"798",2936702,"X.24",NA
"799",2941002,"X.24",NA
"800",2952802,"X.24",NA
"801",2954602,"X.24",NA
"802",2955901,"X.24",NA
"803",2958502,"X.24",NA
"804",2960902,"X.24",NA
"805",2962701,"X.24",NA
"806",2966301,"X.24",NA
"807",2969502,"X.24",NA
"808",2970901,"X.24",NA
"809",2971001,"X.24",NA
"810",2973702,"X.24",NA
"811",2974401,"X.24",NA
"812",2977601,"X.24",NA
"813",2979401,"X.24",NA
"814",2981601,"X.24",NA
"815",2982601,"X.24",NA
"816",2990001,"X.24",NA
"817",2993802,"X.24",NA
"818",2994201,"X.24",NA
"819",2998701,"X.24",NA
"820",3000602,"X.24",NA
"821",3002901,"X.24",NA
"822",3003402,"X.24",NA
"823",3005602,"X.24",NA
"824",3006402,"X.24",NA
"825",3007902,"X.24",NA
"826",3011201,"X.24",NA
"827",3015701,"X.24",NA
"828",3019101,"X.24",NA
"829",3019202,"X.24",NA
"830",3028504,"X.24",NA
"831",3030201,"X.24",NA
"832",3030501,"X.24",NA
"833",3031301,"X.24",NA
"834",3033201,"X.24",NA
"835",3033302,"X.24",NA
"836",3034201,"X.24",NA
"837",3037601,"X.24",NA
"838",3038601,"X.24",NA
"839",3041701,"X.24",NA
"840",3042102,"X.24",NA
"841",3043202,"X.24",NA
"842",3046902,"X.24",NA
"843",3047702,"X.24",NA
"844",3048901,"X.24",NA
"845",3056802,"X.24",NA
"846",3060202,"X.24",NA
"847",3061601,"X.24",NA
"848",3062001,"X.24",NA
"849",3069501,"X.24",NA
"850",3069902,"X.24",NA
"851",3070801,"X.24",NA
"852",3076801,"X.24",NA
"853",3078001,"X.24",NA
"854",3078201,"X.24",NA
"855",3079402,"X.24",NA
"856",3082102,"X.24",NA
"857",3085501,"X.24",NA
"858",3085603,"X.24",NA
"859",3085802,"X.24",NA
"860",3086101,"X.24",NA
"861",3086302,"X.24",NA
"862",3091002,"X.24",NA
"863",3091201,"X.24",NA
"864",3094401,"X.24",NA
"865",3094801,"X.24",NA
"866",3096302,"X.24",NA
"867",3100502,"X.24",NA
"868",3111301,"X.24",NA
"869",3127002,"X.24",NA
"870",3134101,"X.24",NA
"871",3144601,"X.24",NA
"872",3155102,"X.24",NA
"873",3164001,"X.24",NA
"874",3175702,"X.24",NA
"875",3200401,"X.24",NA
"876",3204102,"X.24",NA
"877",3255302,"X.24",NA
"878",3282106,"X.24",NA
"879",3288902,"X.24",NA
"880",3298301,"X.24",NA
"881",3299901,"X.24",NA
"882",3326202,"X.24",NA
"883",3346001,"X.24",NA
"884",3388901,"X.24",NA
"885",3393501,"X.24",NA
"886",3405702,"X.24",NA
"887",3416702,"X.24",NA
"888",3419402,"X.24",NA
"889",3424401,"X.24",NA
"890",3440202,"X.24",NA
"891",3441801,"X.24",NA
"892",3445101,"X.24",NA
"893",3457401,"X.24",NA
"894",3478901,"X.24",NA
"895",3487801,"X.24",NA
"896",3808702,"X.24",NA
"897",5000402,"X.24",NA
"898",5000802,"X.24",NA
"899",5003301,"X.24",NA
"900",5004101,"X.24",NA
"901",5004802,"X.24",NA
"902",5005302,"X.24",NA
"903",5005402,"X.24",NA
"904",5005502,"X.24",NA
"905",5006502,"X.24",NA
"906",5006601,"X.24",NA
"907",5007102,"X.24",NA
"908",5007202,"X.24",NA
"909",5008301,"X.24",NA
"910",5010602,"X.24",NA
"911",5011202,"X.24",NA
"912",5011402,"X.24",NA
"913",5011501,"X.24",NA
"914",5011601,"X.24",NA
"915",5012801,"X.24",NA
"916",5013502,"X.24",NA
"917",5016201,"X.24",NA
"918",5016801,"X.24",NA
"919",5017301,"X.24",NA
"920",5018301,"X.24",NA
"921",5018702,"X.24",NA
"922",5019301,"X.24",NA
"923",5019501,"X.24",NA
"924",5022101,"X.24",NA
"925",5023902,"X.24",NA
"926",5024501,"X.24",NA
"927",5027702,"X.24",NA
"928",5028302,"X.24",NA
"929",5028701,"X.24",NA
"930",5028801,"X.24",NA
"931",5029301,"X.24",NA
"932",5029502,"X.24",NA
"933",5029901,"X.24",NA
"934",5030901,"X.24",NA
"935",5032801,"X.24",NA
"936",5034502,"X.24",NA
"937",5034503,"X.24",NA
"938",5036302,"X.24",NA
"939",5038402,"X.24",NA
"940",5039601,"X.24",NA
"941",5042002,"X.24",NA
"942",5043202,"X.24",NA
"943",5043503,"X.24",NA
"944",5044402,"X.24",NA
"945",5044901,"X.24",NA
"946",5045002,"X.24",NA
"947",5046102,"X.24",NA
"948",5048802,"X.24",NA
"949",5054102,"X.24",NA
"950",5054503,"X.24",NA
"951",5054801,"X.24",NA
"952",5054901,"X.24",NA
"953",5055302,"X.24",NA
"954",5055401,"X.24",NA
"955",5056201,"X.24",NA
"956",5057402,"X.24",NA
"957",5057702,"X.24",NA
"958",5060501,"X.24",NA
"959",5061601,"X.24",NA
"960",5063502,"X.24",NA
"961",5063801,"X.24",NA
"962",5063903,"X.24",NA
"963",5064802,"X.24",NA
"964",5065301,"X.24",NA
"965",5065601,"X.24",NA
"966",5066302,"X.24",NA
"967",5066402,"X.24",NA
"968",5067201,"X.24",NA
"969",5067702,"X.24",NA
"970",5068201,"X.24",NA
"971",5068902,"X.24",NA
"972",5069101,"X.24",NA
