"","subj","variable","wbeing_wid"
"4789",7201101,"X.21",NA
"4790",7202302,"X.21",NA
"4791",7202702,"X.21",NA
"4792",7207401,"X.21",NA
"4793",7211102,"X.21",NA
"4794",7212802,"X.21",NA
"4795",7218401,"X.21",NA
"4796",7218502,"X.21",NA
"4797",7219501,"X.21",NA
"4798",7227302,"X.21",NA
"4799",7228901,"X.21",NA
"4800",7229401,"X.21",NA
"4801",7230302,"X.21",NA
"4802",7232202,"X.21",NA
"4803",7236602,"X.21",NA
"4804",7237501,"X.21",NA
"4805",7239202,"X.21",NA
"4806",8004101,"X.21",NA
"4807",8021201,"X.21",NA
"4808",8024002,"X.21",NA
"4809",8041601,"X.21",NA
"4810",8057901,"X.21",NA
"4811",8059601,"X.21",NA
"4812",8071402,"X.21",NA
"4813",8074202,"X.21",NA
"4814",8086004,"X.21",NA
"4815",8093802,"X.21",NA
"4816",8096301,"X.21",NA
"4817",8101802,"X.21",NA
"4818",8107602,"X.21",NA
"4819",8119102,"X.21",NA
"4820",8130202,"X.21",NA
"4821",8134301,"X.21",NA
"4822",8143102,"X.21",NA
"4823",8196701,"X.21",NA
"4824",8205301,"X.21",NA
"4825",8218901,"X.21",NA
"4826",8226901,"X.21",NA
"4827",8228701,"X.21",NA
"4828",8232701,"X.21",NA
"4829",8236002,"X.21",NA
"4830",8240002,"X.21",NA
"4831",8244501,"X.21",NA
"4832",8563701,"X.21",NA
"4833",8629501,"X.21",NA
"4834",8743401,"X.21",NA
"4835",8771301,"X.21",NA
"4836",8799501,"X.21",NA
"4837",8809301,"X.21",NA
"4838",8829701,"X.21",NA
"4839",8846401,"X.21",NA
"4840",8860101,"X.21",NA
"4841",8861001,"X.21",NA
"4842",8990601,"X.21",NA
"4843",30222801,"X.21",NA
"4844",30447401,"X.21",NA
"4845",30471001,"X.21",NA
"4846",30548201,"X.21",NA
"4847",30597901,"X.21",NA
"4848",30607401,"X.21",NA
"4849",30658103,"X.21",NA
"4850",30680701,"X.21",NA
"4851",30810101,"X.21",NA
"4852",30829001,"X.21",NA
"4853",30844101,"X.21",NA
"4854",30921101,"X.21",NA
"4855",30933701,"X.21",NA
"4856",30974201,"X.21",NA
"4857",1202,"X.20",NA
"4858",2301,"X.20",NA
"4859",4601,"X.20",7
"4860",4901,"X.20",NA
"4861",5302,"X.20",NA
"4862",5702,"X.20",NA
"4863",8402,"X.20",NA
"4864",9102,"X.20",NA
"4865",9901,"X.20",NA
"4866",10101,"X.20",NA
"4867",10301,"X.20",5
"4868",10602,"X.20",NA
"4869",10702,"X.20",NA
"4870",12901,"X.20",NA
"4871",13601,"X.20",NA
"4872",14002,"X.20",NA
"4873",14402,"X.20",NA
"4874",16301,"X.20",NA
"4875",16801,"X.20",NA
"4876",17001,"X.20",NA
"4877",17302,"X.20",NA
"4878",17702,"X.20",NA
"4879",19502,"X.20",NA
"4880",19802,"X.20",NA
"4881",20002,"X.20",NA
"4882",20801,"X.20",NA
"4883",21302,"X.20",NA
"4884",22102,"X.20",NA
"4885",24402,"X.20",NA
"4886",25002,"X.20",NA
"4887",25202,"X.20",NA
"4888",27502,"X.20",7
"4889",30102,"X.20",NA
"4890",31502,"X.20",NA
"4891",31802,"X.20",NA
"4892",34302,"X.20",NA
"4893",36401,"X.20",NA
"4894",41901,"X.20",NA
"4895",43301,"X.20",NA
"4896",43802,"X.20",NA
"4897",46402,"X.20",NA
"4898",46501,"X.20",NA
"4899",46801,"X.20",NA
"4900",47001,"X.20",NA
"4901",49701,"X.20",NA
"4902",51202,"X.20",NA
"4903",51402,"X.20",NA
"4904",51604,"X.20",NA
"4905",52003,"X.20",NA
"4906",53101,"X.20",NA
"4907",53902,"X.20",8
"4908",54001,"X.20",NA
"4909",54902,"X.20",NA
"4910",55702,"X.20",NA
"4911",56402,"X.20",NA
"4912",57403,"X.20",8
"4913",57501,"X.20",NA
"4914",58602,"X.20",NA
"4915",63301,"X.20",NA
"4916",63404,"X.20",NA
"4917",63901,"X.20",8
"4918",64401,"X.20",NA
"4919",65102,"X.20",NA
"4920",65502,"X.20",NA
"4921",67502,"X.20",NA
"4922",67901,"X.20",NA
"4923",68702,"X.20",NA
"4924",69402,"X.20",NA
"4925",69602,"X.20",NA
"4926",70501,"X.20",NA
"4927",70702,"X.20",NA
"4928",70801,"X.20",NA
"4929",72201,"X.20",NA
"4930",72602,"X.20",10
"4931",73203,"X.20",NA
"4932",73401,"X.20",NA
"4933",73602,"X.20",NA
"4934",73902,"X.20",NA
"4935",74202,"X.20",NA
"4936",74302,"X.20",NA
"4937",74801,"X.20",NA
"4938",75702,"X.20",NA
"4939",75902,"X.20",NA
"4940",76302,"X.20",6
"4941",76802,"X.20",NA
"4942",77902,"X.20",NA
"4943",80202,"X.20",NA
"4944",80304,"X.20",NA
"4945",80602,"X.20",NA
"4946",81402,"X.20",NA
"4947",81602,"X.20",NA
"4948",83702,"X.20",NA
"4949",83902,"X.20",NA
"4950",84102,"X.20",10
"4951",84803,"X.20",NA
"4952",85102,"X.20",NA
"4953",85302,"X.20",NA
"4954",85502,"X.20",NA
"4955",87002,"X.20",NA
"4956",87102,"X.20",NA
"4957",88201,"X.20",NA
"4958",90702,"X.20",NA
"4959",91701,"X.20",NA
"4960",92202,"X.20",NA
"4961",92502,"X.20",NA
"4962",93302,"X.20",NA
"4963",93402,"X.20",10
"4964",95901,"X.20",NA
"4965",96401,"X.20",NA
"4966",96602,"X.20",NA
"4967",96802,"X.20",8
"4968",97001,"X.20",NA
"4969",98002,"X.20",NA
"4970",99302,"X.20",NA
"4971",99304,"X.20",NA
"4972",99502,"X.20",NA
"4973",99902,"X.20",NA
"4974",101401,"X.20",8
"4975",102402,"X.20",NA
"4976",102602,"X.20",NA
"4977",102701,"X.20",NA
"4978",102902,"X.20",10
"4979",104102,"X.20",8
"4980",106902,"X.20",NA
"4981",109802,"X.20",NA
"4982",111902,"X.20",NA
"4983",112102,"X.20",6
"4984",112202,"X.20",NA
"4985",112301,"X.20",NA
"4986",112501,"X.20",5
"4987",113302,"X.20",NA
"4988",113503,"X.20",NA
"4989",113801,"X.20",NA
"4990",115802,"X.20",NA
"4991",120302,"X.20",NA
"4992",121202,"X.20",NA
"4993",121601,"X.20",NA
"4994",122002,"X.20",NA
"4995",122203,"X.20",NA
"4996",122802,"X.20",NA
"4997",123902,"X.20",NA
"4998",126702,"X.20",NA
"4999",127202,"X.20",NA
"5000",127802,"X.20",NA
"5001",128602,"X.20",NA
"5002",129311,"X.20",NA
"5003",129502,"X.20",NA
"5004",130201,"X.20",9
"5005",130302,"X.20",NA
"5006",130902,"X.20",NA
"5007",131103,"X.20",NA
"5008",135301,"X.20",NA
"5009",136402,"X.20",NA
"5010",138602,"X.20",NA
"5011",140601,"X.20",NA
"5012",141402,"X.20",NA
"5013",142202,"X.20",NA
"5014",143501,"X.20",NA
"5015",143602,"X.20",NA
"5016",143802,"X.20",NA
"5017",145302,"X.20",NA
"5018",145902,"X.20",NA
"5019",146204,"X.20",NA
"5020",146701,"X.20",NA
"5021",147301,"X.20",NA
"5022",149201,"X.20",NA
"5023",150502,"X.20",9
"5024",150901,"X.20",NA
"5025",151102,"X.20",NA
"5026",152601,"X.20",9
"5027",153103,"X.20",NA
"5028",153201,"X.20",NA
"5029",154401,"X.20",NA
"5030",154502,"X.20",NA
"5031",154802,"X.20",NA
"5032",155402,"X.20",NA
"5033",156202,"X.20",NA
"5034",159702,"X.20",NA
"5035",160202,"X.20",NA
"5036",160702,"X.20",NA
"5037",161303,"X.20",NA
"5038",162001,"X.20",NA
"5039",162202,"X.20",NA
"5040",162501,"X.20",NA
"5041",164902,"X.20",NA
"5042",165602,"X.20",NA
"5043",166302,"X.20",NA
"5044",166702,"X.20",NA
"5045",167301,"X.20",NA
"5046",167801,"X.20",NA
"5047",168002,"X.20",8
"5048",168501,"X.20",NA
"5049",168602,"X.20",NA
"5050",169502,"X.20",NA
"5051",169802,"X.20",NA
"5052",170801,"X.20",NA
"5053",171702,"X.20",NA
"5054",173602,"X.20",5
"5055",173801,"X.20",NA
"5056",176002,"X.20",NA
"5057",178802,"X.20",NA
"5058",180002,"X.20",NA
"5059",181501,"X.20",NA
"5060",183402,"X.20",NA
"5061",183602,"X.20",NA
"5062",184202,"X.20",NA
"5063",185502,"X.20",NA
"5064",185901,"X.20",NA
"5065",186202,"X.20",NA
"5066",187102,"X.20",NA
"5067",191302,"X.20",NA
"5068",192301,"X.20",NA
"5069",193101,"X.20",NA
"5070",193401,"X.20",NA
"5071",194002,"X.20",NA
"5072",195902,"X.20",NA
"5073",196601,"X.20",NA
"5074",196702,"X.20",NA
"5075",196801,"X.20",NA
"5076",196803,"X.20",NA
"5077",197902,"X.20",NA
"5078",198102,"X.20",NA
"5079",198402,"X.20",NA
"5080",198502,"X.20",NA
"5081",198802,"X.20",NA
"5082",199802,"X.20",NA
"5083",200401,"X.20",NA
"5084",202002,"X.20",NA
"5085",202702,"X.20",NA
"5086",203002,"X.20",NA
"5087",205101,"X.20",NA
"5088",205902,"X.20",NA
"5089",206102,"X.20",NA
"5090",206602,"X.20",NA
"5091",208002,"X.20",8
"5092",208802,"X.20",NA
"5093",211602,"X.20",NA
"5094",211701,"X.20",NA
"5095",211802,"X.20",1
"5096",213101,"X.20",NA
"5097",215502,"X.20",5
"5098",217602,"X.20",NA
"5099",218502,"X.20",NA
"5100",218601,"X.20",5
"5101",218802,"X.20",NA
"5102",219101,"X.20",NA
"5103",219103,"X.20",NA
"5104",219602,"X.20",3
"5105",221601,"X.20",NA
"5106",222001,"X.20",NA
"5107",223201,"X.20",NA
"5108",227202,"X.20",NA
"5109",228701,"X.20",NA
"5110",228902,"X.20",NA
"5111",229402,"X.20",NA
"5112",230101,"X.20",NA
"5113",231102,"X.20",NA
"5114",232302,"X.20",NA
"5115",232601,"X.20",NA
"5116",232902,"X.20",8
"5117",233302,"X.20",NA
"5118",235001,"X.20",8
"5119",237002,"X.20",NA
"5120",237501,"X.20",NA
"5121",237602,"X.20",0
"5122",238101,"X.20",NA
"5123",238302,"X.20",NA
"5124",239002,"X.20",NA
"5125",239402,"X.20",NA
"5126",243602,"X.20",NA
"5127",244002,"X.20",NA
"5128",244102,"X.20",NA
"5129",247201,"X.20",NA
"5130",247901,"X.20",NA
"5131",248101,"X.20",8
"5132",248802,"X.20",8
"5133",250402,"X.20",8
"5134",250501,"X.20",NA
"5135",253802,"X.20",NA
"5136",254102,"X.20",NA
"5137",254502,"X.20",NA
"5138",256302,"X.20",NA
"5139",257002,"X.20",NA
"5140",257802,"X.20",NA
"5141",257902,"X.20",NA
"5142",258102,"X.20",NA
"5143",258902,"X.20",NA
"5144",259002,"X.20",NA
"5145",259102,"X.20",NA
"5146",259202,"X.20",NA
"5147",260302,"X.20",NA
"5148",262803,"X.20",NA
"5149",263402,"X.20",NA
"5150",263603,"X.20",10
"5151",266302,"X.20",NA
"5152",268701,"X.20",NA
"5153",269702,"X.20",8
"5154",270102,"X.20",NA
"5155",270302,"X.20",NA
"5156",270801,"X.20",NA
"5157",271102,"X.20",NA
"5158",272402,"X.20",7
"5159",273601,"X.20",NA
"5160",273702,"X.20",NA
"5161",273802,"X.20",NA
"5162",275401,"X.20",NA
"5163",276201,"X.20",NA
"5164",277301,"X.20",NA
"5165",277501,"X.20",NA
"5166",280301,"X.20",NA
"5167",280902,"X.20",NA
"5168",282801,"X.20",NA
"5169",283202,"X.20",NA
"5170",283402,"X.20",3
"5171",283801,"X.20",NA
"5172",283804,"X.20",NA
"5173",283905,"X.20",NA
"5174",284002,"X.20",NA
"5175",284004,"X.20",NA
"5176",284102,"X.20",NA
"5177",284201,"X.20",8
"5178",284401,"X.20",NA
"5179",284601,"X.20",NA
"5180",284901,"X.20",NA
"5181",287201,"X.20",NA
"5182",287703,"X.20",NA
"5183",287801,"X.20",NA
"5184",288201,"X.20",NA
"5185",290802,"X.20",6
"5186",291302,"X.20",8
"5187",291602,"X.20",NA
"5188",291802,"X.20",7
"5189",292102,"X.20",NA
"5190",292202,"X.20",NA
"5191",292702,"X.20",10
"5192",292902,"X.20",10
"5193",293202,"X.20",8
"5194",294501,"X.20",NA
"5195",295102,"X.20",NA
"5196",295302,"X.20",NA
"5197",295602,"X.20",NA
"5198",295702,"X.20",NA
"5199",296902,"X.20",NA
"5200",296904,"X.20",NA
"5201",297902,"X.20",NA
"5202",300202,"X.20",NA
"5203",300302,"X.20",NA
"5204",301102,"X.20",NA
"5205",302604,"X.20",NA
"5206",304102,"X.20",NA
"5207",305003,"X.20",NA
"5208",305101,"X.20",NA
"5209",305801,"X.20",NA
"5210",306102,"X.20",NA
"5211",306302,"X.20",NA
"5212",308002,"X.20",NA
"5213",308501,"X.20",NA
"5214",309102,"X.20",NA
"5215",310402,"X.20",NA
"5216",310602,"X.20",NA
"5217",311501,"X.20",NA
"5218",311902,"X.20",NA
"5219",312402,"X.20",NA
"5220",315102,"X.20",NA
"5221",315602,"X.20",NA
"5222",315801,"X.20",NA
"5223",316501,"X.20",NA
"5224",317101,"X.20",NA
"5225",318001,"X.20",NA
"5226",318802,"X.20",NA
"5227",319205,"X.20",NA
"5228",320202,"X.20",NA
"5229",322401,"X.20",5
"5230",322902,"X.20",NA
"5231",323002,"X.20",NA
"5232",323502,"X.20",8
"5233",327202,"X.20",NA
"5234",328502,"X.20",NA
"5235",329101,"X.20",9
"5236",329401,"X.20",NA
"5237",329502,"X.20",NA
"5238",329902,"X.20",8
"5239",330202,"X.20",NA
"5240",332101,"X.20",NA
"5241",332402,"X.20",NA
"5242",333602,"X.20",NA
"5243",337902,"X.20",NA
"5244",339402,"X.20",NA
"5245",340102,"X.20",8
"5246",343703,"X.20",NA
"5247",344401,"X.20",NA
"5248",345301,"X.20",NA
"5249",345802,"X.20",NA
"5250",348001,"X.20",NA
"5251",348003,"X.20",NA
"5252",348901,"X.20",NA
"5253",351202,"X.20",NA
"5254",352502,"X.20",NA
"5255",353002,"X.20",NA
"5256",353102,"X.20",8
"5257",354902,"X.20",NA
"5258",355101,"X.20",NA
"5259",355302,"X.20",NA
"5260",357301,"X.20",NA
"5261",358002,"X.20",NA
"5262",358101,"X.20",NA
"5263",358202,"X.20",NA
"5264",359102,"X.20",NA
"5265",360601,"X.20",NA
"5266",361601,"X.20",7
"5267",361701,"X.20",NA
"5268",362002,"X.20",NA
"5269",362302,"X.20",NA
"5270",363401,"X.20",NA
"5271",365502,"X.20",NA
"5272",366103,"X.20",NA
"5273",367002,"X.20",NA
"5274",367102,"X.20",NA
"5275",367801,"X.20",NA
"5276",367803,"X.20",NA
"5277",367902,"X.20",NA
"5278",368602,"X.20",8
"5279",369202,"X.20",NA
"5280",369501,"X.20",NA
"5281",370602,"X.20",NA
"5282",371402,"X.20",NA
"5283",371502,"X.20",NA
"5284",377002,"X.20",NA
"5285",377902,"X.20",NA
"5286",378602,"X.20",NA
"5287",380301,"X.20",NA
"5288",380401,"X.20",6
"5289",381701,"X.20",NA
"5290",382002,"X.20",NA
"5291",382702,"X.20",10
"5292",383601,"X.20",NA
"5293",385001,"X.20",NA
"5294",385601,"X.20",NA
"5295",386302,"X.20",NA
"5296",388202,"X.20",NA
"5297",388302,"X.20",NA
"5298",389102,"X.20",NA
"5299",390503,"X.20",9
"5300",391901,"X.20",NA
"5301",393102,"X.20",NA
"5302",393202,"X.20",NA
"5303",393203,"X.20",NA
"5304",394202,"X.20",NA
"5305",395602,"X.20",NA
"5306",395701,"X.20",NA
"5307",397602,"X.20",8
"5308",397801,"X.20",NA
"5309",397902,"X.20",NA
"5310",399402,"X.20",NA
"5311",401402,"X.20",NA
"5312",402502,"X.20",NA
"5313",403402,"X.20",NA
"5314",404801,"X.20",NA
"5315",405201,"X.20",NA
"5316",405402,"X.20",NA
"5317",405901,"X.20",NA
"5318",406502,"X.20",NA
"5319",407203,"X.20",NA
"5320",407401,"X.20",NA
"5321",407702,"X.20",8
"5322",408602,"X.20",NA
"5323",409302,"X.20",NA
"5324",410202,"X.20",3
"5325",411502,"X.20",NA
"5326",411602,"X.20",NA
"5327",412102,"X.20",NA
"5328",413602,"X.20",NA
"5329",414102,"X.20",NA
"5330",414202,"X.20",NA
"5331",415301,"X.20",NA
"5332",415303,"X.20",NA
"5333",415702,"X.20",5
"5334",417802,"X.20",NA
"5335",418701,"X.20",NA
"5336",419202,"X.20",10
"5337",422602,"X.20",NA
"5338",423002,"X.20",NA
"5339",424302,"X.20",NA
"5340",425201,"X.20",NA
"5341",427902,"X.20",NA
"5342",430402,"X.20",NA
"5343",430901,"X.20",NA
"5344",431102,"X.20",NA
"5345",431301,"X.20",NA
"5346",431306,"X.20",NA
"5347",431307,"X.20",NA
"5348",431308,"X.20",NA
"5349",431702,"X.20",NA
"5350",431901,"X.20",NA
"5351",432102,"X.20",NA
"5352",432302,"X.20",NA
"5353",433901,"X.20",NA
"5354",434202,"X.20",8
"5355",434204,"X.20",NA
"5356",437801,"X.20",NA
"5357",440202,"X.20",NA
"5358",442701,"X.20",NA
"5359",444502,"X.20",NA
"5360",445101,"X.20",NA
"5361",447601,"X.20",2
"5362",448501,"X.20",NA
"5363",448702,"X.20",NA
"5364",449202,"X.20",NA
"5365",450801,"X.20",NA
"5366",452802,"X.20",NA
"5367",453902,"X.20",NA
"5368",455002,"X.20",NA
"5369",455301,"X.20",NA
"5370",455402,"X.20",NA
"5371",456302,"X.20",NA
"5372",461703,"X.20",NA
"5373",461901,"X.20",NA
"5374",469202,"X.20",NA
"5375",469203,"X.20",NA
"5376",473702,"X.20",NA
"5377",475403,"X.20",10
"5378",482502,"X.20",NA
"5379",488202,"X.20",NA
"5380",492201,"X.20",NA
"5381",494602,"X.20",NA
"5382",495102,"X.20",NA
"5383",497602,"X.20",NA
"5384",501102,"X.20",NA
"5385",502402,"X.20",NA
"5386",503102,"X.20",NA
"5387",503302,"X.20",NA
"5388",503601,"X.20",NA
"5389",505101,"X.20",NA
"5390",506202,"X.20",NA
"5391",510802,"X.20",8
"5392",512202,"X.20",NA
"5393",514602,"X.20",NA
"5394",517601,"X.20",NA
"5395",520802,"X.20",NA
"5396",521202,"X.20",NA
"5397",522602,"X.20",NA
"5398",523002,"X.20",NA
"5399",523901,"X.20",NA
"5400",525602,"X.20",NA
"5401",525702,"X.20",NA
"5402",525804,"X.20",NA
"5403",526202,"X.20",NA
"5404",526702,"X.20",NA
"5405",527101,"X.20",NA
"5406",529502,"X.20",NA
"5407",529601,"X.20",NA
"5408",531902,"X.20",NA
"5409",533102,"X.20",NA
"5410",536202,"X.20",NA
"5411",538202,"X.20",NA
"5412",538903,"X.20",NA
"5413",543001,"X.20",NA
"5414",543303,"X.20",NA
"5415",551201,"X.20",NA
"5416",557801,"X.20",NA
"5417",558801,"X.20",NA
"5418",562502,"X.20",4
"5419",565902,"X.20",NA
"5420",566701,"X.20",NA
"5421",569501,"X.20",NA
"5422",570502,"X.20",NA
"5423",571202,"X.20",NA
"5424",571902,"X.20",6
"5425",572402,"X.20",NA
"5426",576202,"X.20",NA
"5427",580302,"X.20",NA
"5428",582102,"X.20",NA
"5429",582302,"X.20",NA
"5430",582903,"X.20",NA
"5431",584302,"X.20",7
"5432",587302,"X.20",10
"5433",592002,"X.20",NA
"5434",594602,"X.20",NA
"5435",595702,"X.20",NA
"5436",612604,"X.20",NA
"5437",614802,"X.20",7
"5438",630602,"X.20",NA
"5439",653402,"X.20",NA
"5440",653803,"X.20",NA
"5441",656708,"X.20",NA
"5442",704102,"X.20",NA
"5443",707002,"X.20",NA
"5444",733004,"X.20",NA
"5445",781102,"X.20",NA
"5446",821203,"X.20",NA
"5447",826602,"X.20",NA
"5448",890303,"X.20",NA
"5449",903802,"X.20",NA
"5450",922702,"X.20",NA
"5451",925603,"X.20",NA
"5452",1001803,"X.20",NA
"5453",1050702,"X.20",NA
"5454",1088902,"X.20",NA
"5455",1195004,"X.20",NA
"5456",2000401,"X.20",NA
"5457",2001501,"X.20",NA
"5458",2005001,"X.20",NA
"5459",2006902,"X.20",NA
"5460",2011702,"X.20",NA
"5461",2017301,"X.20",NA
"5462",2017502,"X.20",NA
"5463",2022401,"X.20",NA
"5464",2023202,"X.20",NA
"5465",2024401,"X.20",NA
"5466",2028302,"X.20",NA
"5467",2033701,"X.20",NA
"5468",2036902,"X.20",NA
"5469",2048402,"X.20",NA
"5470",2058602,"X.20",NA
"5471",2071002,"X.20",NA
"5472",2072002,"X.20",NA
"5473",2073502,"X.20",NA
"5474",2075002,"X.20",NA
"5475",2076501,"X.20",NA
"5476",2084601,"X.20",NA
"5477",2085401,"X.20",NA
"5478",2096802,"X.20",NA
"5479",2099202,"X.20",NA
"5480",2102902,"X.20",NA
"5481",2104001,"X.20",NA
"5482",2110001,"X.20",NA
"5483",2115101,"X.20",NA
"5484",2117302,"X.20",NA
"5485",2118102,"X.20",NA
"5486",2118401,"X.20",NA
"5487",2129202,"X.20",NA
"5488",2130102,"X.20",NA
"5489",2130702,"X.20",NA
"5490",2132001,"X.20",NA
"5491",2133702,"X.20",NA
"5492",2137101,"X.20",NA
"5493",2137501,"X.20",NA
"5494",2139302,"X.20",NA
"5495",2154902,"X.20",NA
"5496",2156502,"X.20",NA
"5497",2157102,"X.20",NA
"5498",2157201,"X.20",NA
"5499",2157402,"X.20",NA
"5500",2157501,"X.20",NA
"5501",2167801,"X.20",NA
"5502",2169801,"X.20",NA
"5503",2174502,"X.20",NA
"5504",2176402,"X.20",NA
"5505",2186902,"X.20",NA
"5506",2196501,"X.20",NA
"5507",2199301,"X.20",NA
"5508",2202101,"X.20",NA
"5509",2204702,"X.20",NA
"5510",2205202,"X.20",NA
"5511",2500702,"X.20",NA
"5512",2501701,"X.20",NA
"5513",2503401,"X.20",NA
"5514",2505401,"X.20",NA
"5515",2508101,"X.20",NA
"5516",2511202,"X.20",NA
"5517",2514901,"X.20",NA
"5518",2516002,"X.20",NA
"5519",2522501,"X.20",NA
"5520",2525601,"X.20",NA
"5521",2526001,"X.20",NA
"5522",2531802,"X.20",NA
"5523",2534902,"X.20",NA
"5524",2536401,"X.20",NA
"5525",2537401,"X.20",NA
"5526",2538301,"X.20",NA
"5527",2539901,"X.20",NA
"5528",2541102,"X.20",NA
"5529",2542901,"X.20",NA
"5530",2547502,"X.20",NA
"5531",2553501,"X.20",NA
"5532",2555101,"X.20",NA
"5533",2563902,"X.20",NA
"5534",2565402,"X.20",NA
"5535",2567202,"X.20",NA
"5536",2568201,"X.20",NA
"5537",2569801,"X.20",NA
"5538",2569902,"X.20",NA
"5539",2572002,"X.20",NA
"5540",2574401,"X.20",NA
"5541",2575401,"X.20",NA
"5542",2577501,"X.20",NA
"5543",2578202,"X.20",NA
"5544",2578402,"X.20",NA
"5545",2585701,"X.20",NA
"5546",2593101,"X.20",NA
"5547",2594102,"X.20",NA
"5548",2598202,"X.20",NA
"5549",2600701,"X.20",NA
"5550",2602101,"X.20",NA
"5551",2603002,"X.20",NA
"5552",2604101,"X.20",NA
"5553",2606801,"X.20",NA
"5554",2607102,"X.20",NA
"5555",2610302,"X.20",NA
"5556",2611103,"X.20",NA
"5557",2611302,"X.20",NA
"5558",2612302,"X.20",NA
"5559",2615602,"X.20",NA
"5560",2617502,"X.20",NA
"5561",2617802,"X.20",NA
"5562",2618402,"X.20",NA
"5563",2625201,"X.20",NA
"5564",2626202,"X.20",NA
"5565",2627501,"X.20",NA
"5566",2629401,"X.20",NA
"5567",2644002,"X.20",NA
"5568",2655601,"X.20",NA
"5569",2659102,"X.20",NA
"5570",2660602,"X.20",NA
"5571",2665501,"X.20",NA
"5572",2669002,"X.20",NA
"5573",2670001,"X.20",NA
"5574",2670102,"X.20",NA
"5575",2679302,"X.20",NA
"5576",2679401,"X.20",NA
"5577",2680602,"X.20",NA
"5578",2681401,"X.20",NA
"5579",2681503,"X.20",NA
"5580",2682001,"X.20",NA
"5581",2685801,"X.20",NA
"5582",2689603,"X.20",NA
"5583",2690501,"X.20",NA
"5584",2692601,"X.20",NA
"5585",2693201,"X.20",NA
"5586",2694101,"X.20",NA
"5587",2699802,"X.20",NA
"5588",2701202,"X.20",NA
"5589",2701902,"X.20",NA
"5590",2705201,"X.20",NA
"5591",2706101,"X.20",NA
"5592",2711701,"X.20",NA
"5593",2713301,"X.20",NA
"5594",2714101,"X.20",NA
"5595",2714301,"X.20",NA
"5596",2715301,"X.20",NA
"5597",2720002,"X.20",NA
"5598",2722602,"X.20",NA
"5599",2723601,"X.20",NA
"5600",2729701,"X.20",NA
"5601",2734202,"X.20",NA
"5602",2749402,"X.20",NA
"5603",2753001,"X.20",NA
"5604",2757901,"X.20",NA
"5605",2764801,"X.20",NA
"5606",2769202,"X.20",NA
"5607",2769402,"X.20",NA
"5608",2772501,"X.20",NA
"5609",2775702,"X.20",NA
"5610",2778002,"X.20",NA
"5611",2781401,"X.20",NA
"5612",2785402,"X.20",NA
"5613",2792601,"X.20",NA
"5614",2793401,"X.20",NA
"5615",2795901,"X.20",NA
"5616",2799501,"X.20",NA
"5617",2803402,"X.20",NA
"5618",2804203,"X.20",NA
"5619",2810002,"X.20",NA
"5620",2814302,"X.20",NA
"5621",2816402,"X.20",NA
"5622",2818601,"X.20",NA
"5623",2818801,"X.20",NA
"5624",2819102,"X.20",NA
"5625",2824501,"X.20",NA
"5626",2825001,"X.20",NA
"5627",2830702,"X.20",NA
"5628",2832101,"X.20",NA
"5629",2837101,"X.20",NA
"5630",2846602,"X.20",NA
"5631",2851002,"X.20",NA
"5632",2852402,"X.20",NA
"5633",2855002,"X.20",NA
"5634",2857101,"X.20",NA
"5635",2871201,"X.20",NA
"5636",2871401,"X.20",NA
"5637",2881801,"X.20",NA
"5638",2892501,"X.20",NA
"5639",2898202,"X.20",NA
"5640",2899901,"X.20",NA
"5641",2903001,"X.20",NA
"5642",2903402,"X.20",NA
"5643",2913601,"X.20",NA
"5644",2914501,"X.20",NA
"5645",2915002,"X.20",NA
"5646",2923602,"X.20",NA
"5647",2923703,"X.20",NA
"5648",2925702,"X.20",NA
"5649",2925902,"X.20",NA
"5650",2927602,"X.20",NA
"5651",2928101,"X.20",NA
"5652",2928501,"X.20",NA
"5653",2929702,"X.20",NA
"5654",2936702,"X.20",NA
"5655",2941002,"X.20",NA
"5656",2952802,"X.20",NA
"5657",2954602,"X.20",NA
"5658",2955901,"X.20",NA
"5659",2958502,"X.20",NA
"5660",2960902,"X.20",NA
"5661",2962701,"X.20",NA
"5662",2966301,"X.20",NA
"5663",2969502,"X.20",NA
"5664",2970901,"X.20",NA
"5665",2971001,"X.20",NA
"5666",2973702,"X.20",NA
"5667",2974401,"X.20",NA
"5668",2977601,"X.20",NA
"5669",2979401,"X.20",NA
"5670",2981601,"X.20",NA
"5671",2982601,"X.20",NA
"5672",2990001,"X.20",NA
"5673",2993802,"X.20",NA
"5674",2994201,"X.20",NA
"5675",2998701,"X.20",NA
"5676",3000602,"X.20",NA
"5677",3002901,"X.20",NA
"5678",3003402,"X.20",NA
"5679",3005602,"X.20",NA
"5680",3006402,"X.20",NA
"5681",3007902,"X.20",NA
"5682",3011201,"X.20",NA
"5683",3015701,"X.20",NA
"5684",3019101,"X.20",NA
"5685",3019202,"X.20",NA
"5686",3028504,"X.20",NA
"5687",3030201,"X.20",NA
"5688",3030501,"X.20",NA
"5689",3031301,"X.20",NA
"5690",3033201,"X.20",NA
"5691",3033302,"X.20",NA
"5692",3034201,"X.20",NA
"5693",3037601,"X.20",NA
"5694",3038601,"X.20",NA
"5695",3041701,"X.20",NA
"5696",3042102,"X.20",NA
"5697",3043202,"X.20",NA
"5698",3046902,"X.20",NA
"5699",3047702,"X.20",NA
"5700",3048901,"X.20",NA
"5701",3056802,"X.20",NA
"5702",3060202,"X.20",NA
"5703",3061601,"X.20",NA
