,subj_emp,variable,wbeing_emp
19472,5068601,X.14,NA
19473,198103,X.14,NA
19474,2660803,X.14,NA
19475,2814803,X.14,NA
19476,87102,X.14,NA
19477,271902,X.14,NA
19478,560103,X.14,NA
19479,3190201,X.14,NA
19480,400902,X.14,NA
19481,2768801,X.14,NA
19482,574703,X.14,NA
19483,326602,X.14,NA
19484,11501,X.14,NA
19485,5026401,X.14,NA
19486,5078902,X.14,NA
19487,492204,X.14,NA
19488,207801,X.14,NA
19489,884802,X.14,NA
19490,5079301,X.14,NA
19491,5051501,X.14,NA
19492,564204,X.14,NA
19493,5022802,X.14,NA
19494,5053202,X.14,NA
19495,5143604,X.14,NA
19496,5030204,X.14,NA
19497,2516601,X.14,NA
19498,480801,X.14,NA
19499,275407,X.14,NA
19500,2617402,X.14,NA
19501,5017602,X.14,NA
19502,5143201,X.14,NA
19503,120601,X.14,NA
19504,8013602,X.14,NA
19505,5022501,X.14,NA
19506,137603,X.14,NA
19507,5150505,X.14,NA
19508,5057102,X.14,NA
19509,125904,X.14,NA
19510,5122501,X.14,NA
19511,482803,X.14,8
19512,5008303,X.14,NA
19513,291303,X.14,NA
19514,24301,X.14,NA
19515,5199603,X.14,8
19516,5051304,X.14,NA
19517,283908,X.14,NA
19518,5154402,X.14,NA
19519,479202,X.14,7
19520,7005903,X.14,NA
19521,970602,X.14,NA
19522,801003,X.14,NA
19523,792602,X.14,NA
19524,414501,X.14,6
19525,327004,X.14,8
19526,5003502,X.14,NA
19527,504701,X.14,NA
19528,5022402,X.14,NA
19529,3451001,X.14,NA
19530,5151801,X.14,NA
19531,569801,X.14,NA
19532,328602,X.14,5
19533,5183601,X.14,6
19534,5098802,X.14,NA
19535,230901,X.14,NA
19536,5186301,X.14,NA
19537,5200601,X.14,NA
19538,175002,X.14,NA
19539,152403,X.14,4
19540,95001,X.14,NA
19541,400304,X.14,NA
19542,535602,X.14,NA
19543,5113403,X.14,NA
19544,994602,X.14,NA
19545,285102,X.14,NA
19546,731902,X.14,7
19547,5029901,X.14,NA
19548,5029401,X.14,NA
19549,2666102,X.14,NA
19550,250005,X.14,NA
19551,465703,X.14,NA
19552,5111501,X.14,NA
19553,2700003,X.14,NA
19554,5198801,X.14,NA
19555,338101,X.14,5
19556,5175003,X.14,0
19557,522402,X.14,7
19558,2839601,X.14,NA
19559,533101,X.14,NA
19560,5139301,X.14,NA
19561,465202,X.14,NA
19562,5112601,X.14,NA
19563,7205205,X.14,NA
19564,5180101,X.14,NA
19565,476802,X.14,NA
19566,5058702,X.14,NA
19567,5021002,X.14,NA
19568,2536101,X.14,NA
19569,370804,X.14,NA
19570,5204302,X.14,NA
19571,73205,X.14,NA
19572,560701,X.14,NA
19573,5003303,X.14,NA
19574,1145002,X.14,NA
19575,5185502,X.14,NA
19576,5090702,X.14,6
19577,7010102,X.14,NA
19578,5162701,X.14,NA
19579,506204,X.14,NA
19580,5127403,X.14,NA
19581,173603,X.14,6
19582,1093605,X.14,NA
19583,5090402,X.14,NA
19584,5048702,X.14,NA
19585,554001,X.14,NA
19586,7202903,X.14,NA
19587,579601,X.14,NA
19588,2550701,X.14,NA
19589,5115402,X.14,NA
19590,587001,X.14,NA
19591,5071601,X.14,NA
19592,460301,X.14,NA
19593,5050601,X.14,NA
19594,2637401,X.14,NA
19595,595501,X.14,8
19596,5174502,X.14,NA
19597,3075503,X.14,NA
19598,590203,X.14,NA
19599,587202,X.14,NA
19600,2935701,X.14,NA
19601,2578001,X.14,NA
19602,5084302,X.14,7
19603,338002,X.14,4
19604,5043003,X.14,NA
19605,5160401,X.14,7
19606,2796601,X.14,NA
19607,273703,X.14,NA
19608,5152201,X.14,NA
19609,322704,X.14,8
19610,2847702,X.14,NA
19611,7204501,X.14,NA
19612,225302,X.14,NA
19613,1140102,X.14,NA
19614,3069701,X.14,NA
19615,1172102,X.14,NA
19616,5105603,X.14,NA
19617,5161503,X.14,NA
19618,5011702,X.14,NA
19619,2966904,X.14,NA
19620,251802,X.14,10
19621,473901,X.14,8
19622,5063504,X.14,NA
19623,5208702,X.14,NA
19624,578501,X.14,NA
19625,5007002,X.14,NA
19626,7014301,X.14,NA
19627,832104,X.14,NA
19628,5157201,X.14,NA
19629,27804,X.14,NA
19630,2203,X.14,NA
19631,5118802,X.14,NA
19632,5126202,X.14,NA
19633,288901,X.14,9
19634,5009801,X.14,NA
19635,5125701,X.14,NA
19636,5146704,X.14,NA
19637,568901,X.14,NA
19638,5142401,X.14,NA
19639,5161103,X.14,7
19640,3069801,X.14,NA
19641,253203,X.14,NA
19642,443901,X.14,NA
19643,5011701,X.14,NA
19644,562503,X.14,6
19645,5203402,X.14,NA
19646,5125302,X.14,NA
19647,513402,X.14,8
19648,785703,X.14,NA
19649,5141701,X.14,NA
19650,5044703,X.14,NA
19651,543703,X.14,10
19652,5133703,X.14,NA
19653,120901,X.14,NA
19654,5204301,X.14,NA
19655,527103,X.14,NA
19656,5207402,X.14,8
19657,5098703,X.14,NA
19658,169701,X.14,NA
19659,5101502,X.14,7
19660,5112102,X.14,7
19661,570404,X.14,NA
19662,2697302,X.14,NA
19663,5157203,X.14,NA
19664,8019803,X.14,NA
19665,529301,X.14,NA
19666,521802,X.14,NA
19667,3304301,X.14,NA
19668,525401,X.14,NA
19669,5165501,X.14,NA
19670,5200301,X.14,NA
19671,3389001,X.14,NA
19672,485601,X.14,8
19673,5127104,X.14,NA
19674,2761601,X.14,NA
19675,219405,X.14,NA
19676,5006502,X.14,NA
19677,62801,X.14,NA
19678,174502,X.14,7
19679,5145601,X.14,NA
19680,5167701,X.14,NA
19681,991002,X.14,NA
19682,7009504,X.14,NA
19683,412801,X.14,NA
19684,8605,X.14,NA
19685,5132905,X.14,NA
19686,329103,X.14,7
19687,2191501,X.14,NA
19688,5143102,X.14,NA
19689,5175004,X.14,NA
19690,3023102,X.14,NA
19691,577101,X.14,9
19692,2656803,X.14,NA
19693,236201,X.14,NA
19694,2689703,X.14,NA
19695,176801,X.14,NA
19696,290701,X.14,8
19697,5145701,X.14,NA
19698,123001,X.14,NA
19699,558101,X.14,5
19700,2118801,X.14,NA
19701,5040601,X.14,NA
19702,521701,X.14,NA
19703,2917203,X.14,NA
19704,5160802,X.14,NA
19705,2194604,X.14,NA
19706,140805,X.14,NA
19707,5049401,X.14,NA
19708,5200501,X.14,NA
19709,203802,X.14,NA
19710,7234104,X.14,NA
19711,5065901,X.14,NA
19712,80102,X.14,NA
19713,253302,X.14,NA
19714,5124102,X.14,NA
19715,3015003,X.14,NA
19716,516701,X.14,NA
19717,300805,X.14,NA
19718,2986201,X.14,NA
19719,1058303,X.14,NA
19720,2095201,X.14,NA
19721,5097201,X.14,NA
19722,3093001,X.14,NA
19723,2778702,X.14,NA
19724,186203,X.14,NA
19725,5066302,X.14,4
19726,411301,X.14,NA
19727,196103,X.14,6
19728,2882801,X.14,NA
19729,104604,X.14,0
19730,5182202,X.14,NA
19731,5211401,X.14,NA
19732,5093804,X.14,NA
19733,7220501,X.14,NA
19734,267701,X.14,8
19735,5185004,X.14,NA
19736,258402,X.14,NA
19737,560503,X.14,NA
19738,544201,X.14,NA
19739,179403,X.14,NA
19740,247601,X.14,NA
19741,580701,X.14,NA
19742,5001302,X.14,NA
19743,3249704,X.14,NA
19744,96304,X.14,NA
19745,535101,X.14,8
19746,3256801,X.14,NA
19747,5157501,X.14,5
19748,5097502,X.14,NA
19749,517801,X.14,8
19750,2046601,X.14,NA
19751,463103,X.14,NA
19752,5006802,X.14,NA
19753,344902,X.14,NA
19754,5208704,X.14,NA
19755,990302,X.14,NA
19756,88902,X.14,NA
19757,7011202,X.14,NA
19758,51202,X.14,1
19759,5105505,X.14,NA
19760,5177901,X.14,NA
19761,576402,X.14,NA
19762,481601,X.14,6
19763,2995501,X.14,NA
19764,396403,X.14,NA
19765,7234101,X.14,NA
19766,250403,X.14,9
19767,79909,X.14,NA
19768,2112702,X.14,NA
19769,67103,X.14,NA
19770,5004002,X.14,NA
19771,530001,X.14,NA
19772,405601,X.14,7
19773,264103,X.14,NA
19774,69201,X.14,NA
19775,5044902,X.14,NA
19776,1170202,X.14,NA
19777,5196802,X.14,NA
19778,2986301,X.14,NA
19779,5032803,X.14,NA
19780,5102102,X.14,NA
19781,7216804,X.14,NA
19782,396501,X.14,NA
19783,289601,X.14,NA
19784,536601,X.14,NA
19785,516401,X.14,NA
19786,525202,X.14,NA
19787,8171301,X.14,NA
19788,482801,X.14,8
19789,103305,X.14,NA
19790,5026403,X.14,8
19791,5026702,X.14,10
19792,401504,X.14,8
19793,433403,X.14,NA
19794,518602,X.14,8
19795,427203,X.14,9
19796,178102,X.14,NA
19797,2666103,X.14,NA
19798,267304,X.14,NA
19799,5000903,X.14,NA
19800,5094301,X.14,NA
19801,585202,X.13,NA
19802,5656802,X.13,NA
19803,665302,X.13,8
19804,5116701,X.13,NA
19805,1055903,X.13,NA
19806,5209302,X.13,NA
19807,526901,X.13,NA
19808,2860404,X.13,NA
19809,5064702,X.13,NA
19810,2102002,X.13,NA
19811,5208701,X.13,NA
19812,161102,X.13,8
19813,565403,X.13,NA
19814,5061703,X.13,NA
19815,137902,X.13,7
19816,5207202,X.13,NA
19817,502502,X.13,6
19818,5160801,X.13,NA
19819,5111801,X.13,NA
19820,2984902,X.13,NA
19821,2149501,X.13,NA
19822,5071103,X.13,NA
19823,462102,X.13,5
19824,1024902,X.13,NA
19825,587401,X.13,NA
19826,259302,X.13,NA
19827,5604002,X.13,NA
19828,5078703,X.13,NA
19829,2553301,X.13,NA
19830,5043002,X.13,NA
19831,5207802,X.13,NA
19832,212402,X.13,NA
19833,43703,X.13,NA
19834,5035901,X.13,NA
19835,5076005,X.13,NA
19836,535601,X.13,NA
19837,586501,X.13,9
19838,107001,X.13,8
19839,579301,X.13,NA
19840,5164002,X.13,NA
19841,566301,X.13,6
19842,595701,X.13,NA
19843,3050403,X.13,NA
19844,11502,X.13,NA
19845,560604,X.13,NA
19846,5183402,X.13,NA
19847,394104,X.13,8
19848,331801,X.13,NA
19849,257101,X.13,8
19850,590004,X.13,NA
19851,855803,X.13,NA
19852,356001,X.13,NA
19853,5012201,X.13,NA
19854,2968702,X.13,NA
19855,488101,X.13,NA
19856,181304,X.13,NA
19857,5100901,X.13,NA
19858,5085705,X.13,NA
19859,512401,X.13,7
19860,2155604,X.13,NA
19861,594301,X.13,NA
19862,2713802,X.13,NA
19863,445905,X.13,NA
19864,5666002,X.13,NA
19865,292203,X.13,9
19866,5050503,X.13,NA
19867,5668902,X.13,NA
19868,5207601,X.13,NA
19869,5170001,X.13,NA
19870,5106701,X.13,NA
19871,947502,X.13,NA
19872,5160502,X.13,NA
19873,89401,X.13,10
19874,13902,X.13,NA
19875,7020501,X.13,NA
19876,5194302,X.13,NA
19877,149301,X.13,6
19878,329901,X.13,8
19879,457302,X.13,NA
19880,5605602,X.13,NA
19881,228404,X.13,NA
19882,85201,X.13,8
19883,5096602,X.13,NA
19884,3022201,X.13,NA
19885,442003,X.13,NA
19886,50701,X.13,NA
19887,2189402,X.13,NA
19888,5043801,X.13,NA
19889,5021802,X.13,NA
19890,2990301,X.13,NA
19891,499801,X.13,7
19892,5188902,X.13,NA
19893,434803,X.13,NA
19894,5129601,X.13,NA
19895,5403902,X.13,NA
19896,106001,X.13,NA
19897,1009806,X.13,NA
19898,5036304,X.13,NA
19899,5162004,X.13,NA
19900,41901,X.13,NA
19901,585801,X.13,NA
19902,2873802,X.13,NA
19903,2905101,X.13,NA
19904,7008102,X.13,NA
19905,2586201,X.13,NA
19906,84803,X.13,NA
19907,152802,X.13,NA
19908,2189401,X.13,NA
19909,573003,X.13,9
19910,5069702,X.13,NA
19911,5162802,X.13,8
19912,5046504,X.13,NA
19913,511001,X.13,NA
19914,506404,X.13,NA
19915,2196401,X.13,NA
19916,8026501,X.13,NA
19917,212802,X.13,8
19918,5066101,X.13,NA
19919,3062102,X.13,NA
19920,8004,X.13,NA
19921,105902,X.13,NA
19922,2022102,X.13,NA
19923,872102,X.13,NA
19924,5095101,X.13,NA
19925,5016602,X.13,7
19926,239303,X.13,NA
19927,10303,X.13,NA
19928,179402,X.13,NA
19929,5161504,X.13,NA
19930,2666402,X.13,NA
19931,3498803,X.13,NA
19932,484601,X.13,NA
19933,299201,X.13,NA
19934,566201,X.13,5
19935,7219401,X.13,NA
19936,7005302,X.13,NA
19937,556802,X.13,NA
19938,2716604,X.13,NA
19939,872002,X.13,NA
19940,32002,X.13,NA
19941,5074002,X.13,NA
19942,5049504,X.13,NA
19943,545702,X.13,NA
19944,162701,X.13,NA
19945,5095701,X.13,NA
19946,5051102,X.13,NA
19947,5074402,X.13,NA
19948,5116903,X.13,9
19949,5090403,X.13,NA
19950,572504,X.13,8
19951,964302,X.13,NA
19952,5165101,X.13,NA
19953,523101,X.13,NA
19954,7002601,X.13,NA
19955,534102,X.13,NA
19956,2702802,X.13,NA
19957,5023901,X.13,NA
19958,3069702,X.13,NA
19959,1195002,X.13,NA
19960,522001,X.13,NA
19961,826706,X.13,NA
19962,2733202,X.13,NA
19963,574901,X.13,NA
19964,7011901,X.13,NA
19965,913404,X.13,NA
19966,2553402,X.13,NA
19967,3017002,X.13,NA
19968,69802,X.13,9
19969,81404,X.13,NA
19970,127801,X.13,NA
19971,2700502,X.13,NA
19972,2722203,X.13,NA
19973,28702,X.13,NA
19974,5153902,X.13,5
19975,5680403,X.13,NA
19976,3060503,X.13,NA
19977,5189701,X.13,NA
19978,490103,X.13,NA
19979,468601,X.13,NA
19980,280303,X.13,NA
19981,782105,X.13,NA
19982,964306,X.13,NA
19983,532008,X.13,NA
19984,8070502,X.13,NA
19985,456703,X.13,NA
19986,5019503,X.13,7
19987,146102,X.13,8
19988,521203,X.13,NA
19989,167502,X.13,NA
19990,2921701,X.13,NA
19991,5064703,X.13,NA
19992,57501,X.13,NA
19993,140804,X.13,NA
19994,5105701,X.13,NA
19995,523504,X.13,NA
19996,5091701,X.13,NA
19997,5132702,X.13,NA
19998,2505601,X.13,NA
19999,5180205,X.13,NA
20000,380201,X.13,NA
20001,26203,X.13,NA
20002,166601,X.13,10
20003,5634202,X.13,NA
20004,5200101,X.13,NA
20005,2992403,X.13,NA
20006,5022401,X.13,NA
20007,782102,X.13,NA
20008,5036801,X.13,NA
20009,5112104,X.13,NA
20010,2715801,X.13,NA
20011,2140204,X.13,NA
20012,248203,X.13,10
20013,5075204,X.13,NA
20014,320002,X.13,10
20015,5106103,X.13,NA
20016,278001,X.13,7
20017,22301,X.13,8
20018,214403,X.13,NA
20019,468504,X.13,NA
20020,752002,X.13,NA
20021,5180602,X.13,NA
20022,511801,X.13,NA
20023,499510,X.13,NA
20024,5082702,X.13,NA
20025,2980101,X.13,NA
20026,208501,X.13,NA
20027,98804,X.13,NA
20028,2102001,X.13,NA
20029,5007601,X.13,NA
20030,2671402,X.13,NA
20031,156401,X.13,9
20032,573602,X.13,NA
20033,267201,X.13,NA
20034,5132602,X.13,NA
20035,5173402,X.13,NA
20036,5058602,X.13,NA
20037,36701,X.13,NA
20038,5059101,X.13,6
20039,2550603,X.13,NA
20040,206103,X.13,5
20041,468102,X.13,NA
20042,5177101,X.13,NA
20043,477803,X.13,NA
20044,5216603,X.13,NA
20045,511304,X.13,NA
20046,13401,X.13,3
20047,5122502,X.13,NA
20048,753002,X.13,NA
20049,5217601,X.13,NA
20050,5036704,X.13,NA
20051,5008301,X.13,NA
20052,427901,X.13,NA
20053,423706,X.13,NA
20054,5029301,X.13,NA
20055,780807,X.13,NA
20056,5604702,X.13,NA
20057,47603,X.13,NA
20058,5065403,X.13,NA
20059,79908,X.13,NA
20060,2536701,X.13,NA
20061,2196403,X.13,NA
20062,3391601,X.13,NA
20063,5677102,X.13,NA
20064,5020802,X.13,5
20065,160301,X.13,NA
20066,5175503,X.13,NA
20067,5071801,X.13,NA
20068,2932107,X.13,NA
20069,292001,X.13,7
20070,2580404,X.13,NA
20071,157401,X.13,NA
20072,5112802,X.13,NA
20073,5061601,X.13,NA
20074,68501,X.13,5
20075,1701,X.13,NA
20076,578703,X.13,NA
20077,5013101,X.13,NA
20078,2022701,X.13,NA
20079,2989401,X.13,NA
20080,285401,X.13,NA
20081,5002701,X.13,NA
20082,5060603,X.13,NA
20083,5170003,X.13,NA
20084,883902,X.13,NA
20085,2149503,X.13,NA
20086,129702,X.13,NA
20087,2091201,X.13,NA
20088,5107002,X.13,NA
20089,3198402,X.13,NA
20090,2688302,X.13,NA
20091,2905104,X.13,NA
20092,332902,X.13,NA
20093,5048001,X.13,NA
20094,5005002,X.13,NA
20095,713002,X.13,NA
20096,3085703,X.13,NA
20097,2966305,X.13,NA
20098,5175002,X.13,NA
20099,207202,X.13,NA
20100,53402,X.13,5
20101,5121801,X.13,NA
20102,2909501,X.13,NA
20103,457802,X.13,NA
20104,2928003,X.13,NA
20105,7204503,X.13,NA
20106,5190601,X.13,NA
20107,3015403,X.13,NA
20108,5188903,X.13,NA
20109,379901,X.13,7
20110,8047302,X.13,NA
20111,5130401,X.13,NA
20112,5187201,X.13,NA
20113,5110104,X.13,NA
20114,548801,X.13,7
20115,235004,X.13,NA
20116,5022805,X.13,NA
20117,3020402,X.13,NA
20118,5117803,X.13,NA
20119,2113101,X.13,NA
20120,5077401,X.13,NA
20121,153103,X.13,6
20122,8116602,X.13,NA
20123,565603,X.13,8
20124,5162401,X.13,NA
20125,3095001,X.13,NA
20126,524401,X.13,NA
20127,5083902,X.13,NA
20128,2663201,X.13,NA
20129,2933301,X.13,NA
20130,5016502,X.13,NA
20131,583306,X.13,6
20132,5030301,X.13,NA
20133,5632102,X.13,NA
20134,5061905,X.13,NA
20135,19802,X.13,NA
20136,2528101,X.13,NA
20137,535502,X.13,NA
20138,5122402,X.13,NA
20139,5167302,X.13,NA
20140,152602,X.13,8
20141,543305,X.13,NA
20142,422602,X.13,5
20143,123801,X.13,3
20144,5155601,X.13,NA
20145,355303,X.13,3
20146,219401,X.13,1
20147,810604,X.13,NA
20148,5170301,X.13,NA
20149,330301,X.13,NA
20150,267504,X.13,NA
20151,2738202,X.13,NA
20152,334101,X.13,NA
20153,183401,X.13,NA
20154,2816402,X.13,NA
20155,584704,X.13,6
20156,484003,X.13,NA
20157,5016902,X.13,NA
20158,580101,X.13,NA
20159,187304,X.13,NA
20160,5052901,X.13,9
20161,2139803,X.13,NA
20162,5115001,X.13,NA
20163,127402,X.13,NA
20164,3008404,X.13,NA
20165,572402,X.13,NA
20166,5093601,X.13,NA
20167,562506,X.13,NA
20168,2567401,X.13,NA
20169,241501,X.13,5
20170,478401,X.13,NA
20171,581701,X.13,NA
20172,2592102,X.13,NA
20173,5152101,X.13,NA
20174,5092201,X.13,NA
20175,5129602,X.13,NA
20176,5067702,X.13,NA
20177,57701,X.13,NA
20178,5120302,X.13,NA
20179,325801,X.13,8
20180,158402,X.13,5
20181,3063102,X.13,NA
20182,712402,X.13,NA
20183,5102604,X.13,NA
20184,5147702,X.13,NA
20185,5077301,X.13,7
20186,3032302,X.13,NA
20187,2725101,X.13,NA
20188,797702,X.13,NA
20189,2614901,X.13,NA
20190,52004,X.13,NA
20191,371003,X.13,NA
20192,1071503,X.13,NA
20193,228402,X.13,8
20194,8006501,X.13,NA
20195,5159202,X.13,NA
20196,5106204,X.13,NA
20197,810603,X.13,NA
20198,422801,X.13,NA
20199,502702,X.13,NA
20200,572501,X.13,NA
20201,592104,X.13,0
20202,272701,X.13,7
20203,931102,X.13,NA
20204,5075703,X.13,NA
20205,177803,X.13,NA
20206,111703,X.13,10
20207,2822202,X.13,NA
20208,434101,X.13,7
20209,5123001,X.13,NA
20210,2956002,X.13,NA
20211,7211502,X.13,9
20212,5028701,X.13,NA
20213,596201,X.13,NA
20214,5048802,X.13,NA
20215,380401,X.13,NA
20216,456001,X.13,8
20217,526401,X.13,NA
20218,104901,X.13,NA
20219,87901,X.13,NA
20220,498702,X.13,NA
20221,7005502,X.13,NA
20222,5175801,X.13,NA
20223,5087901,X.13,NA
20224,5153402,X.13,NA
20225,2614401,X.13,NA
20226,99802,X.13,NA
20227,3100702,X.13,NA
20228,5002602,X.13,NA
20229,207101,X.13,NA
20230,5001401,X.13,NA
20231,2713701,X.13,NA
20232,5166903,X.13,5
20233,3078402,X.13,NA
20234,5198901,X.13,7
20235,2716501,X.13,NA
20236,2990601,X.13,NA
20237,2105202,X.13,NA
20238,572503,X.13,NA
20239,484005,X.13,NA
20240,564904,X.13,4
20241,854702,X.13,NA
20242,5101301,X.13,NA
20243,5156503,X.13,NA
20244,5091202,X.13,NA
20245,131901,X.13,NA
20246,3090603,X.13,NA
20247,3044001,X.13,NA
20248,251804,X.13,NA
20249,108001,X.13,NA
20250,5106302,X.13,NA
20251,509601,X.13,NA
20252,5133701,X.13,NA
20253,8037202,X.13,NA
20254,88401,X.13,NA
20255,5101003,X.13,NA
20256,176005,X.13,3
20257,3021601,X.13,NA
20258,170601,X.13,5
20259,5000501,X.13,NA
20260,7200201,X.13,NA
20261,2508103,X.13,NA
20262,5159201,X.13,NA
20263,8096201,X.13,NA
20264,5135101,X.13,7
20265,404103,X.13,NA
20266,853902,X.13,NA
20267,2994701,X.13,NA
20268,5030104,X.13,NA
20269,5162901,X.13,1
20270,5022804,X.13,NA
20271,5019203,X.13,NA
20272,98702,X.13,8
20273,3008403,X.13,NA
20274,514102,X.13,NA
20275,5007401,X.13,NA
20276,5133801,X.13,NA
20277,22602,X.13,8
20278,5176203,X.13,NA
20279,2509102,X.13,NA
20280,582303,X.13,NA
20281,5118102,X.13,NA
20282,5308503,X.13,10
20283,5030101,X.13,NA
20284,502304,X.13,NA
20285,419602,X.13,5
20286,521202,X.13,7
20287,5102901,X.13,6
20288,576106,X.13,7
20289,210202,X.13,5
20290,661103,X.13,NA
20291,2956001,X.13,NA
20292,5093501,X.13,NA
20293,5070601,X.13,NA
20294,608702,X.13,NA
20295,439301,X.13,NA
20296,5024503,X.13,NA
20297,411502,X.13,NA
20298,5070702,X.13,NA
20299,5160902,X.13,NA
20300,2718401,X.13,NA
20301,569407,X.13,NA
20302,232202,X.13,NA
20303,179503,X.13,NA
20304,5685902,X.13,NA
20305,5047801,X.13,NA
20306,410802,X.13,NA
20307,2055605,X.13,NA
20308,594105,X.13,4
20309,5008601,X.13,7
20310,316106,X.13,NA
20311,601605,X.13,NA
20312,595802,X.13,NA
20313,2580101,X.13,NA
20314,3007002,X.13,NA
20315,5208102,X.13,NA
20316,917802,X.13,NA
20317,478101,X.13,7
20318,210002,X.13,NA
20319,324202,X.13,NA
20320,12502,X.13,3
20321,2555601,X.13,NA
20322,454904,X.13,8
20323,8032702,X.13,NA
20324,387201,X.13,NA
20325,5011001,X.13,NA
20326,5097403,X.13,NA
20327,3001303,X.13,NA
20328,113403,X.13,9
20329,5071803,X.13,NA
20330,2796701,X.13,NA
20331,80003,X.13,8
20332,7000202,X.13,5
20333,360204,X.13,NA
20334,2878202,X.13,NA
20335,7205201,X.13,7
20336,5678904,X.13,NA
20337,2907702,X.13,NA
20338,5304702,X.13,NA
20339,2615701,X.13,NA
20340,534602,X.13,NA
20341,588701,X.13,8
20342,5134501,X.13,NA
20343,187602,X.13,6
20344,588301,X.13,7
20345,7213602,X.13,NA
20346,5069802,X.13,NA
20347,5081301,X.13,NA
20348,5123004,X.13,NA
20349,5030304,X.13,NA
20350,5098102,X.13,NA
20351,3104504,X.13,NA
20352,434102,X.13,NA
20353,540901,X.13,NA
20354,465301,X.13,NA
20355,5067703,X.13,NA
20356,5187302,X.13,NA
20357,261001,X.13,7
20358,8054202,X.13,NA
20359,520904,X.13,7
20360,272201,X.13,NA
20361,305902,X.13,NA
20362,5028101,X.13,NA
20363,2718101,X.13,NA
20364,2742202,X.13,NA
20365,5050501,X.13,NA
20366,2546502,X.13,NA
20367,854802,X.13,7
20368,902702,X.13,NA
20369,536501,X.13,9
20370,418701,X.13,NA
20371,5047802,X.13,NA
20372,296904,X.13,6
20373,5121702,X.13,NA
20374,16401,X.13,NA
20375,459601,X.13,5
20376,5167502,X.13,NA
20377,5119601,X.13,NA
20378,5125202,X.13,NA
20379,5094001,X.13,NA
20380,5216902,X.13,NA
20381,2115501,X.13,NA
20382,5072201,X.13,NA
20383,5016801,X.13,NA
20384,5117801,X.13,NA
20385,5064802,X.13,NA
20386,585901,X.13,NA
20387,68202,X.13,6
20388,5039701,X.13,NA
20389,5161403,X.13,NA
20390,852205,X.13,NA
20391,5084902,X.13,NA
20392,584802,X.13,NA
20393,602403,X.13,NA
20394,271905,X.13,8
20395,7020505,X.13,NA
20396,3072401,X.13,NA
20397,2994501,X.13,NA
20398,500101,X.13,NA
20399,496202,X.13,NA
20400,5195502,X.13,NA
20401,514801,X.13,NA
20402,464802,X.13,NA
20403,5195702,X.13,NA
20404,111701,X.13,NA
20405,268402,X.13,NA
20406,61002,X.13,5
20407,354902,X.13,NA
20408,89104,X.13,7
20409,5093201,X.13,NA
20410,5662502,X.13,NA
20411,7229901,X.13,NA
20412,300101,X.13,8
20413,277003,X.13,NA
20414,533605,X.13,NA
20415,482802,X.13,NA
20416,3842302,X.13,NA
20417,2958901,X.13,NA
20418,3006801,X.13,NA
20419,251501,X.13,NA
20420,5126705,X.13,NA
20421,125502,X.13,7
20422,856502,X.13,NA
20423,3043501,X.13,NA
20424,5507502,X.13,NA
20425,173901,X.13,8
20426,154101,X.13,7
20427,112508,X.13,NA
20428,521902,X.13,10
20429,525603,X.13,NA
20430,5165104,X.13,NA
20431,5066801,X.13,NA
20432,810605,X.13,NA
20433,419502,X.13,7
20434,2917902,X.13,NA
20435,590701,X.13,NA
20436,6002,X.13,4
20437,69301,X.13,NA
20438,855603,X.13,NA
20439,2539101,X.13,NA
20440,5162204,X.13,NA
20441,5109401,X.13,NA
20442,5107401,X.13,NA
20443,5014702,X.13,NA
20444,583706,X.13,9
20445,510701,X.13,NA
20446,366103,X.13,NA
20447,5161003,X.13,NA
20448,595605,X.13,NA
20449,169102,X.13,5
20450,652103,X.13,NA
20451,883502,X.13,NA
20452,3022401,X.13,NA
20453,2022202,X.13,NA
20454,557101,X.13,NA
20455,5042401,X.13,8
20456,5107501,X.13,7
20457,3085605,X.13,NA
20458,5081102,X.13,NA
20459,581901,X.13,9
20460,57101,X.13,9
20461,31901,X.13,9
20462,5020702,X.13,NA
20463,531301,X.13,NA
20464,7018401,X.13,NA
20465,515902,X.13,NA
20466,89503,X.13,NA
20467,579002,X.13,NA
20468,7016101,X.13,NA
20469,2975601,X.13,NA
20470,511201,X.13,9
20471,5096802,X.13,NA
20472,5052601,X.13,NA
20473,7208802,X.13,NA
20474,44702,X.13,9
20475,355201,X.13,NA
20476,304002,X.13,NA
20477,3432603,X.13,NA
20478,43702,X.13,8
20479,17101,X.13,8
20480,5634304,X.13,NA
20481,5130302,X.13,NA
20482,5206602,X.13,NA
20483,298402,X.13,NA
20484,2607501,X.13,NA
20485,182802,X.13,NA
20486,3010801,X.13,NA
20487,5204004,X.13,NA
20488,5060501,X.13,NA
20489,12603,X.13,8
20490,148001,X.13,NA
20491,2204602,X.13,NA
20492,548102,X.13,4
20493,5112806,X.13,NA
20494,410801,X.13,NA
20495,5060301,X.13,NA
20496,3090602,X.13,NA
20497,2042402,X.13,NA
20498,3322502,X.13,NA
20499,8075901,X.13,NA
20500,2541003,X.13,NA
20501,7224103,X.13,NA
20502,2827102,X.13,NA
20503,5106201,X.13,NA
20504,511303,X.13,NA
20505,5507002,X.13,NA
20506,278103,X.13,NA
20507,37501,X.13,8
20508,5189002,X.13,NA
20509,439501,X.13,NA
20510,5193202,X.13,NA
20511,582304,X.13,7
20512,50901,X.13,NA
20513,461102,X.13,NA
20514,58301,X.13,NA
20515,5054601,X.13,NA
